,id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
505,US20120302995A1,Localized Therapy Delivery and Local Organ Protection ,Pramote Hochareon,Pramote Hochareon,2010-02-02,2011-02-02,2012-11-29,,https://patents.google.com/patent/US20120302995A1/en
506,US20120157797A1,Detecting heart failure by monitoring the time seqence of physiological changes ,"Yi Zhang, Averina Viktoria A, Abhilash Patangay, Ramesh Wariar, Jon Peterson","Yi Zhang, Viktoria A. Averina, Abhilash Patangay, Ramesh Wariar, Jon Peterson",2010-12-15,2011-12-13,2012-06-21,,https://patents.google.com/patent/US20120157797A1/en
507,US20120203511A1,Method and system for real-time signal classification ,"Aware, Inc.","Richard W. DeVaul, Daniel Barkalow, Christopher Elledge",2005-05-03,2011-09-13,2012-08-09,,https://patents.google.com/patent/US20120203511A1/en
508,US20120004720A1,G-type peptides and other agents to ameliorate atherosclerosis and other pathologies ,"The University Of Alabama, The Regents Of The University Of California","Alan M. Fogelman, Mohamad Navab, Gattadahalli M. Anantharamaiah",2004-09-16,2011-06-08,2012-01-05,,https://patents.google.com/patent/US20120004720A1/en
509,WO2014031517A1,Novel azabenzimidazole tetrahydrofuran derivatives ,Merck Sharp & Dohme Corp.,"James M. Apgar, Tesfaye Biftu, Ping Chen, Danqing Feng, Jacqueline D. Hicks, Ahmet Kekec, Kenneth J. Leavitt, Bing Li, Iyassu Sebhat, Xiaoxia Qian, Lan Wei, Robert R. Wilkening, Zhicai Wu, Ashok Arasappan",2012-08-22,2013-08-19,2014-02-27,,https://patents.google.com/patent/WO2014031517A1/en
510,US20130261476A1,Phrenic nerve stimulation detection ,"Cardiac Pacemakers, Inc.","Holly Rockweiler, Sunipa Saha, Yanting Dong",2012-03-27,2013-02-28,2013-10-03,,https://patents.google.com/patent/US20130261476A1/en
511,US8791134B2,Nitroso compounds as nitroxyl donors and methods of use thereof ,"Cardioxyl Pharmaceuticals, Inc.","Lisa Marie Frost, Stephen Martin Courtney, Frederick Arthur Brookfield, Vincent Jacob Kalish",2008-05-07,2012-10-18,2014-07-29,2014-07-29,https://patents.google.com/patent/US8791134B2/en
512,US20130296362A1,Pyrazolo pyridine derivatives as nadph oxidase inhibitors ,Genkyotex Sa,"Patrick Page, Mike Orchard, Benoit Laleu, Francesca Gaggini",2008-09-23,2013-07-05,2013-11-07,,https://patents.google.com/patent/US20130296362A1/en
513,US8721517B2,Impeller for catheter pump ,Thoratec Corporation,"Zijing Zeng, Phyllis Yuen, Michael R. Butler",2012-05-14,2013-03-13,2014-05-13,2014-05-13,https://patents.google.com/patent/US8721517B2/en
514,CN103169881A,Chinese medicament health product for supplementing female hormone for women during menopause and preparation method thereof ,??????????????,??,2012-12-28,2012-12-28,2013-06-26,,https://patents.google.com/patent/CN103169881A/en
515,US20120128794A1,Methods and compositions for the sustained release of chromium ,"Nutrition 21, Inc.",James R. Komorowski,2007-03-13,2011-11-18,2012-05-24,,https://patents.google.com/patent/US20120128794A1/en
516,WO2013052167A2,Membrane encapsulated nanoparticles and method of use ,The Regents Of The University Of California,"Liangfang Zhang, Ronnie Hongbo FANG, Che-ming HU (jack), Jonathan COPP",2011-06-02,2012-05-24,2013-04-11,,https://patents.google.com/patent/WO2013052167A2/en
517,WO2011127071A1,Platelet rich plasma formulations ,Allan Mishra,Allan Mishra,2010-04-05,2011-04-05,2011-10-13,,https://patents.google.com/patent/WO2011127071A1/en
518,WO2012166909A1,Compositions and methods for treating breathing control disorders or diseases ,"Galleon Pharmaceuticals, Inc.","James C. Mannion, Scott L. Dax, Richard Woodward, Vita Ozola",2011-06-03,2012-05-31,2012-12-06,,https://patents.google.com/patent/WO2012166909A1/en
519,US8680052B1,"Methods of treating, reducing the incidence of, and/or preventing ischemic events ",The Medicines Company,"Clive Arthur ARCULUS-MEANWELL, Simona Skerjanec, Jayne Prats, David J. Schneider",2013-03-09,2013-05-29,2014-03-25,2014-03-25,https://patents.google.com/patent/US8680052B1/en
520,US20140365232A1,Methods and apparatus for providing guidance to medical professionals ,"Nuance Communications, Inc.",Sepehr Sadeghi,2013-06-05,2013-06-05,2014-12-11,,https://patents.google.com/patent/US20140365232A1/en
521,US20130079602A1,Analysis of physiology based on electrodermal activity ,"Affectiva, Inc.","Rosalind Wright Picard, Rana el Kaliouby, Richard Scott Sadowsky, Oliver Orion Wilder-Smith",2011-09-23,2012-09-22,2013-03-28,,https://patents.google.com/patent/US20130079602A1/en
522,US9000132B2,Lipoprotein-associated phospholipase A2 antibody compositions and methods of use ,"Diadexus, Inc.","Paul Levi Miller, Laura Corral",2013-03-15,2013-07-31,2015-04-07,2015-04-07,https://patents.google.com/patent/US9000132B2/en
523,US20140280353A1,Methods and apparatus for entity detection ,"Nuance Communications, Inc.","Brian W. Delaney, Girija Yegnanarayanan",2013-03-12,2013-03-12,2014-09-18,,https://patents.google.com/patent/US20140280353A1/en
524,US20130236450A1,Methods Using Lipoprotein-Associated Phospholipase A2 in an Acute Care Setting ,"Joan Montaner, Maria Pilar Delgado Martinez","Joan Montaner, Maria Pilar Delgado Martinez",2010-04-30,2011-05-02,2013-09-12,,https://patents.google.com/patent/US20130236450A1/en
525,US20110160294A1,Compositions and methods for treating ischemia and ischemia-reperfusion injury ,Ischemix Llc,"Alexander Baguisi, Reinier Beeuwkes, Ralph Casale, Steven A. Kates, Alan Lader",2009-05-14,2011-03-04,2011-06-30,,https://patents.google.com/patent/US20110160294A1/en
526,US20150077245A1,Detecting and responding to sentinel events ,The Reseach Foundation of State University of New York,"Andrew Kaufman, James Knoll, Bruce Way",2011-06-17,2012-06-15,2015-03-19,,https://patents.google.com/patent/US20150077245A1/en
527,US20140018343A1,Irak inhibitors and uses thereof ,"Nimbus Iris, Inc.","Donna L. Romero, Shaughnessy Robinson, Matthew David Wessel, Jeremy Robert Greenwood",2012-07-11,2013-07-11,2014-01-16,,https://patents.google.com/patent/US20140018343A1/en
528,US20130030000A1,Pharmaceutical compositions for the treatment of pain and other indications ,"Chobanian Harry R, Lin Linus S, Ping Liu, Chioda Marc D, Devita Robert J, Nargund Ravi P, Yan Guo, Hamill Terence G, Wenping Li, Darrell Arthur Henze","Harry R. Chobanian, Linus S. Lin, Ping Liu, Marc D. Chioda, Robert J. DeVita, Ravi P. Nargund, Yan Guo, Terence G. Hamill, Wenping Li, Darrell Arthur Henze",2010-01-28,2011-01-25,2013-01-31,,https://patents.google.com/patent/US20130030000A1/en
529,US8444969B2,Neutrophil-depleted platelet rich plasma formulations for cardiac treatments ,Allan Mishra,Allan Mishra,2008-10-09,2011-12-21,2013-05-21,2013-05-21,https://patents.google.com/patent/US8444969B2/en
530,WO2015004534A2,Novel substituted bicyclic compounds as bromodomain inhibitors ,Zenith Epigenetics Corp.,"Shuang Liu, John Frederick QUINN, Bryan Cordell DUFFY, Ruifang WANG, May Xiaowu Jiang, Gregory Scott MARTIN, He Zhao, Michael Ellis, Gregory Steven WAGNER, Peter Ronald Young",2013-06-21,2014-06-20,2015-01-15,,https://patents.google.com/patent/WO2015004534A2/en
531,US20120101128A1,Perhexiline for treating chronic heart failure ,Heart Metabolics Limited,Michael Paul Frenneaux,2004-03-10,2011-09-23,2012-04-26,,https://patents.google.com/patent/US20120101128A1/en
532,US8618135B2,Methods for treating disorders or diseases associated with hyperlipidemia and hypercholesterolemia while minimizing side effects ,The Trustees Of The University Of Pennsylvania,Daniel J. Rader,2004-03-05,2011-03-11,2013-12-31,2013-12-31,https://patents.google.com/patent/US8618135B2/en
533,US20120071349A1,Novel anti-aging agents and methods to identify them ,Haiyan Qi,Haiyan Qi,2009-04-10,2011-09-27,2012-03-22,,https://patents.google.com/patent/US20120071349A1/en
534,US20130287728A1,Compositions and Methods for Treating Progressive Myocardial Injury Due to A Vascular Insufficiency ,"Andrew L. Pecora, Robert A. Preti","Andrew L. Pecora, Robert A. Preti",2011-10-31,2013-03-12,2013-10-31,,https://patents.google.com/patent/US20130287728A1/en
535,US20120015881A1,Kallikrein-inhibitor therapies ,Dyax Corp.,"Robert C. Ladner, Arthur C. Ley, Shirish Hirani, Anthony Williams, Maria Grazia De Simoni, Luigi Bergamaschini",2002-06-07,2011-09-08,2012-01-19,,https://patents.google.com/patent/US20120015881A1/en
536,US8940793B2,4-[(haloalkyl)(dimethyl)ammonio]butanoates and use thereof in the treatment of cardiovascular disease ,Jsc Grindeks,"Ivars Kalvins, Edgars Liepins, Einars Loza, Maija Dambrova, Ilmars Stonans, Daina Lola, Janis Kuka, Osvalds Pugovics, Viktors Andrianovs, Marina Makrecka, Daina Gustina, Solveiga Grinberga",2011-04-27,2012-04-27,2015-01-27,2015-01-27,https://patents.google.com/patent/US8940793B2/en
537,US20110270051A1,Cardiovascular Disease Screening Method and Apparatus ,"Morteza Naghavi, Albert Andrew Yen, Haider Ali Hassan, Panthagani David S","Morteza Naghavi, Albert Andrew Yen, Haider Ali Hassan, David S. Panthagani",2010-05-03,2011-05-03,2011-11-03,,https://patents.google.com/patent/US20110270051A1/en
538,US20150073535A1,Treatment of coronary artery lesions with a scaffold having vessel scaffold interactions that reduce or prevent angina ,Abbott Cardiovascular Systems Inc.,"Paul Consigny, Richard J. Rapoza, Syed Faiyaz Ahmed Hossainy, Chad J. Abunassar, Alexander J. Sheehy, Laura E. Perkins, Santosh V. PRABHU, Wai-Fung Cheong, Pooja A. Sadarangani, Stephen D. Pacetti",2013-09-12,2014-06-02,2015-03-12,,https://patents.google.com/patent/US20150073535A1/en
539,WO2011159732A1,Treatment of gout and hyperuricemia ,"Ardea Biosciences,Inc.","Jeffrey Miner, Barry D. Quart, Jean-Luc Girardet",2010-06-15,2011-06-14,2011-12-22,,https://patents.google.com/patent/WO2011159732A1/en
540,WO2011126852A2,Treatment of gout ,"Ardea Biosciences, Inc.","Jeff Miner, Barry D. Quart, Jean-Luc Girardet",2010-03-30,2011-03-29,2011-10-13,,https://patents.google.com/patent/WO2011126852A2/en
541,US20130274480A1,Monocyclic cyanoenones and methods of use thereof ,"Tadashi Honda, Emilie David, Dale Mierke","Tadashi Honda, Emilie David, Dale Mierke",2008-07-22,2012-10-04,2013-10-17,,https://patents.google.com/patent/US20130274480A1/en
542,KR101057200B1,A remotely managing and information transmitting system of the automated external defibrillator for the public building ,(?)????,"???, ???",2011-01-31,2011-01-31,2011-08-16,2011-08-16,https://patents.google.com/patent/KR101057200B1/en
543,US20130158027A1,Pyrazolo pyridine derivatives as nadph oxidase inhibitors ,Genkyotex Sa,"Patrick Page, Mike Orchard, Benoit Laleu, Francesca Gaggini",2008-09-23,2013-01-31,2013-06-20,,https://patents.google.com/patent/US20130158027A1/en
544,CN204521583U,Heart disease first aid button ,??????,"??, ???",2015-03-10,2015-03-10,2015-08-05,2015-08-05,https://patents.google.com/patent/CN204521583U/en
545,WO2014031445A1,Novel benzimidazole tetrahydropyran derivatives ,Merck Sharp & Dohme Corp.,"James M. Apgar, Tesfaye Biftu, Ping Chen, Danqing Feng, Jacqueline D. Hicks, Ahmet Kekec, Kenneth J. Leavitt, Bing Li, Iyassu Sebhat, Xiaoxia Qian, Lan Wei, Robert R. Wilkening, Zhicai Wu",2012-08-22,2013-08-15,2014-02-27,,https://patents.google.com/patent/WO2014031445A1/en
546,WO2014031441A1,Novel benzimidazole tetrahydrofuran derivatives ,Merck Sharp & Dohme Corp.,"James M. Apgar, Tesfaye Biftu, Ping Chen, Danqing Feng, Jacqueline D. Hicks, Ahmet Kekec, Kenneth J. Leavitt, Bing Li, Iyassu Sebhat, Xiaoxia Qian, Lan Wei, Robert R. Wilkening, Zhicai Wu",2012-08-22,2013-08-15,2014-02-27,,https://patents.google.com/patent/WO2014031441A1/en
547,US9399134B2,Non-invasive vagal nerve stimulation to treat disorders ,"ElectroCore, LLC","Bruce J. Simon, Joseph P. Errico, John T. Raffle",2011-03-10,2014-09-23,2016-07-26,2016-07-26,https://patents.google.com/patent/US9399134B2/en
548,WO2012106152A1,Methods of prognosis and diagnosis in chronic heart failure ,Abbott Laboratories,"Bonnie Ky, Thomas Peter CAPPOLA",2011-02-03,2012-01-24,2012-08-09,,https://patents.google.com/patent/WO2012106152A1/en
549,WO2012030841A2,Improved means of supplying essential elements and nutrients ,"Bananalogix, Inc.","Lalit Lodha, Yuval Kwintner, Bruce Compton",2010-08-30,2011-08-30,2012-03-08,,https://patents.google.com/patent/WO2012030841A2/en
550,US9174057B1,Cardiac event detection based on selective pacing for establishing a paced heart signal parameter baseline ,"Angel Medical Systems, Inc.","David R. Fischell, Michael Sasha John, Bruce Hopenfeld",2009-11-24,2014-11-03,2015-11-03,2015-11-03,https://patents.google.com/patent/US9174057B1/en
551,US20140336077A1,Means and methods for recognizing the development of cardiovascular disease in an individual ,Yeda Research & Development Co. Ltd.,"Irun R. Cohen, Eytan Domany, Eli Sahar, Noam Shental",2009-05-05,2014-07-29,2014-11-13,,https://patents.google.com/patent/US20140336077A1/en
552,CN103751737A,Drug for treating heart disease ,???,???,2013-12-14,2013-12-14,2014-04-30,,https://patents.google.com/patent/CN103751737A/en
553,US20130345171A1,Treatment and prevention of cardiovascular disease and thrombosis ,The Cleveland Clinic Foundation,"Stanley L. Hazen, Bruce Levison, Zeneng Wang",2012-06-11,2013-06-11,2013-12-26,,https://patents.google.com/patent/US20130345171A1/en
554,US20160346323A1,Halogen treatment of heart attack and ischemic injury ,Fred Hutchinson Cancer Research Center,"Mark B. Roth, Michael L. Morrison, Akiko Iwata",2014-02-10,2015-02-10,2016-12-01,,https://patents.google.com/patent/US20160346323A1/en
555,US9468383B2,System for detecting cardiac ischemia and irregular heart rhythms ,"Angel Medical Systems, Inc.","David R. Fischell, Tim A. Fischell, Jonathan Harwood, Robert E. Fischell",2002-09-20,2015-06-25,2016-10-18,2016-10-18,https://patents.google.com/patent/US9468383B2/en
556,CN103055126A,Chinese medicinal herb composition for treating hypertensive heart disease and preparation method thereof ,???,"???, ???, ???",2013-01-17,2013-01-17,2013-04-24,,https://patents.google.com/patent/CN103055126A/en
557,WO2015013165A1,Cyclic apelin derivatives for the treatment of heart failure ,Novartis Ag,"Frédéric ZECRI, Philipp Grosche, Kayo Yasoshima, Hongjuan Zhao, Jun Yuan",2013-07-25,2014-07-21,2015-01-29,,https://patents.google.com/patent/WO2015013165A1/en
558,WO2015013167A1,Disulfide cyclic polypeptides for the treatment of heart failure ,Novartis Ag,"Frédéric ZECRI, Philipp Grosche, Kayo Yasoshima, Hongjuan Zhao, Jun Yuan",2013-07-25,2014-07-21,2015-01-29,,https://patents.google.com/patent/WO2015013167A1/en
559,US20130267501A1,Modulators of Aldehyde Dehydrogenase and Methods of Use Thereof ,The Board Of Trustees Of The Leland Stanford Junior University,"Daria Mochly-Rosen, Che-Hong Chen, Wenjin Yang",2008-10-28,2013-01-22,2013-10-10,,https://patents.google.com/patent/US20130267501A1/en
560,US8795975B2,Methods and compositions for diagnosis and risk prediction in heart failure ,"Alere San Diego, Inc.","William D. Arnold, Christelle Jost, Brian Noland, Jonathan Gary, Joseph Buechler, Vance Wong, Scott Harold Rongey, Uday Kumar Veeramallu, Kelline Marie Rodems",2010-11-29,2011-11-25,2014-08-05,2014-08-05,https://patents.google.com/patent/US8795975B2/en
561,US20140113833A1,Use of multiple risk predictors for diagnosis of cardiovascular disease ,The Cleveland Clinic Foundation,Stanley L. Hazen,2012-10-18,2013-10-18,2014-04-24,,https://patents.google.com/patent/US20140113833A1/en
562,US20160151021A1,System and method for detecting driver's sudden heart attack ,Automotive Research & Test Center,"Yen-cheng Feng, Ming-Kuan Ko",2014-11-28,2014-12-29,2016-06-02,,https://patents.google.com/patent/US20160151021A1/en
563,CN205924023U,An improved structure of the heart attack of a signal recorder ,???????????,???,2016-03-31,2016-03-31,2017-02-08,2017-02-08,https://patents.google.com/patent/CN205924023U/en
564,CN102614435B,Chinese medicinal aerosol for treating acute attack of pulmonary heart disease and preparation method thereof ,??,???,2012-03-31,2012-03-31,2013-06-12,2013-06-12,https://patents.google.com/patent/CN102614435B/en
565,CN205126855U,Heart disease first aid pellet holds device ,????????,???,2015-10-27,2015-10-27,2016-04-06,2016-04-06,https://patents.google.com/patent/CN205126855U/en
566,JP5942023B2,"Hypercholesterolemia, atherosclerosis, coronary heart disease, gallstones, agonists useful guanylate cyclase for the treatment of obesity, and other cardiovascular disease ","???? ???????????? ??????????, ????  ????????????  ??????????","?????? ?????, ?????? ?????",2009-12-03,2015-06-24,2016-06-29,2016-06-29,https://patents.google.com/patent/JP5942023B2/en
567,US20160335852A1,Heart attack casino game and apparatus ,"Hmd Entertainment, Llc",Ronald J. Wolff,2015-05-06,2016-05-05,2016-11-17,,https://patents.google.com/patent/US20160335852A1/en
568,CN203252930U,On-ear intelligent heart attack drug delivery system ,??????,"???, ???, ??, ???, ???",2013-04-17,2013-04-17,2013-10-30,2013-10-30,https://patents.google.com/patent/CN203252930U/en
569,CN204542890U,Device for heart disease first aid pellet holds ,???,???,2015-03-31,2015-03-31,2015-08-12,2015-08-12,https://patents.google.com/patent/CN204542890U/en
570,US20140162988A1,Solid Solution Compositions and Use in Chronic Inflammation ,Biocopea Limited,"Robin M. Bannister, John Brew, Richard R. Reiley, III, Wilson Caparros Wanderley",2010-10-29,2014-01-14,2014-06-12,,https://patents.google.com/patent/US20140162988A1/en
571,US9095711B2,Systems for regulation of blood pressure and heart rate ,Enteromedics Inc.,"Katherine S. Tweden, Richard R. Wilson, Mark B. Knudson, Dennis Dong-Won Kim, Deepak Bhole",2008-08-08,2014-06-30,2015-08-04,2015-08-04,https://patents.google.com/patent/US9095711B2/en
572,DE202012011337U1,"Medicines to treat cancer, heart attack and tuberculosis and treat all diseases ",Siegfried Wegener,,2012-11-26,2012-11-26,2013-01-15,2013-01-15,https://patents.google.com/patent/DE202012011337U1/en
573,US20160206570A1,Cardioprotectant to reduce damage from heart attack ,"Ariziba Board Of Regents On Behalf Of The University If Arizona, Nuvox Pharma","Evan C. Unger, Douglas F. Larson",2013-09-03,2014-09-03,2016-07-21,,https://patents.google.com/patent/US20160206570A1/en
574,CN204581986U,Heart disease first aid medicine box ,???,"???, ??",2015-03-31,2015-03-31,2015-08-26,2015-08-26,https://patents.google.com/patent/CN204581986U/en
575,CN102389609B,Portable heart disease first aid administration device ,"???, ???","???, ???",2011-06-29,2011-06-29,2013-10-16,2013-10-16,https://patents.google.com/patent/CN102389609B/en
576,US20150246092A1,Methods for reducing risks associated with heart failure and factors associated therewith ,"Stealth Peptides International, Inc., Henry Ford Health Systems","D. Travis Wilson, Hani N. Sabbah",2012-10-22,2013-10-22,2015-09-03,,https://patents.google.com/patent/US20150246092A1/en
577,CN102406678B,Preparation method of bear gall dispersible tablet for heart attack ,????????,"???, ???, ??, ???, ???, ???, ???, ???, ???",2011-11-29,2011-11-29,2013-07-17,2013-07-17,https://patents.google.com/patent/CN102406678B/en
578,US20120269733A1,Model Systems and Treatment Regimes for Treatment of Neurological Disease ,"Nono, Inc.","Michael Tymianski, Jonathan David Garman",2009-06-10,2011-05-26,2012-10-25,,https://patents.google.com/patent/US20120269733A1/en
579,US8372809B2,Method of treating dyspnea associated with acute heart failure ,"Corthera, Inc.","Elaine Unemori, Sam L Teichman, Gad Cotter, Dennis R Stewart, Martha J Whitehouse",2008-05-16,2011-09-23,2013-02-12,2013-02-12,https://patents.google.com/patent/US8372809B2/en
580,CN203762320U,Heart disease first-aid wristband ,????,"??, ??, ???",2013-12-23,2013-12-23,2014-08-13,2014-08-13,https://patents.google.com/patent/CN203762320U/en
581,RU2607033C2,Nd2 peptides and methods of treating neurological disease ,???? ???.,"????? ?????????, ??????? ??, ???????? ????? ??????",2010-09-28,2011-09-28,2017-01-10,2017-01-10,https://patents.google.com/patent/RU2607033C2/en
582,WO2012072820A1,Methods and pharmaceutical compositions for the treatment of heart failure ,INSERM (Institut National de la Santé et de la Recherche Médicale),Frédéric JAISSER,2010-12-03,2011-12-05,2012-06-07,,https://patents.google.com/patent/WO2012072820A1/en
583,CN204542889U,Device for fast clothes of heart disease first aid medicine ,???,???,2015-03-31,2015-03-31,2015-08-12,2015-08-12,https://patents.google.com/patent/CN204542889U/en
584,CN203493914U,Heart disease emergency treatment and monitoring device ,???,"???, ???",2013-08-28,2013-08-28,2014-03-26,2014-03-26,https://patents.google.com/patent/CN203493914U/en
585,CN204542891U,Pull formula heart disease first aid medicine box ,???,???,2015-03-31,2015-03-31,2015-08-12,2015-08-12,https://patents.google.com/patent/CN204542891U/en
586,RU2526462C1,Method of treating patients with ischemic heart disease ,"??????????? ??????????????? ????????? ?????????? ""?????????? ??????? ????? ??????????? ???????????? ? ????????????"" ???????????? ??????????????? ?????????? ????????? (???? ""??? ????"" ????????? ??????)","????? ???????? ???????????, ????? ?????????? ????????, ?????? ?????????? ???????????, ??? ?????????? ????????, ?????? ???????????? ?????, ??????? ???????? ??????????, ?????? ????????????? ?????, ????? ????????? ?????????",2012-12-29,2012-12-29,2014-08-20,2014-08-20,https://patents.google.com/patent/RU2526462C1/en
587,CN202961398U,Portable heart disease first-aid administration device ,???,???,2012-11-11,2012-11-11,2013-06-05,2013-06-05,https://patents.google.com/patent/CN202961398U/en
588,CN202554417U,Heart disease emergency treatment device ,???,???,2012-04-19,2012-04-19,2012-11-28,2012-11-28,https://patents.google.com/patent/CN202554417U/en
589,CN202802165U,Pendant-typed heart disease first-aid medicine bottle ,??,"??, ???",2012-09-19,2012-09-19,2013-03-20,2013-03-20,https://patents.google.com/patent/CN202802165U/en
590,WO2013056087A2,Compositions and methods for treating and preventing coronary heart disease ,Boston Heart Diagnostics,"Ernst J. Schaefer, Eliana POLISECKI",2011-10-13,2012-10-12,2013-04-18,,https://patents.google.com/patent/WO2013056087A2/en
591,CN203101760U,Heart disease emergency treatment glasses ,???,???,2013-03-13,2013-03-13,2013-07-31,2013-07-31,https://patents.google.com/patent/CN203101760U/en
592,JP6014623B2,Methods and compositions for the treatment of acute heart failure ,"???? ?????????? ??????????, ????  ??????????  ??????????","???? ????? ?????, ???? ????? ?????",2008-10-03,2014-04-23,2016-10-25,2016-10-25,https://patents.google.com/patent/JP6014623B2/en
593,US20130078646A1,"Antibodies, compositions, and assays for detection of cardiac disease ","Nour Heart, Inc.",Salwa A. Elgebaly,2011-09-26,2011-09-26,2013-03-28,,https://patents.google.com/patent/US20130078646A1/en
594,US20150160229A1,Methods for detection of heart failure ,"Thomas D. Schaal, Robert J. SCHOTT, Yan Liu, Erhard Ralf Schoenbrunner, Thomas A. LITTLE","Thomas D. Schaal, Robert J. SCHOTT, Yan Liu, Erhard Ralf Schoenbrunner, Thomas A. LITTLE",2013-12-06,2014-12-08,2015-06-11,,https://patents.google.com/patent/US20150160229A1/en
595,CN103518135B,Coronary artery disease biomarkers ,????????????,"???·M·??, ???·R·???, ???·J·???",2011-03-11,2012-03-12,2016-08-17,2016-08-17,https://patents.google.com/patent/CN103518135B/en
596,CN203154098U,Heart disease alarming first-aid case ,??,??,2013-04-09,2013-04-09,2013-08-28,2013-08-28,https://patents.google.com/patent/CN203154098U/en
597,CN103611051B,Coronary heart disease prevention and treatment of traditional Chinese medicine and its preparation method ,???,???,2013-11-22,2013-11-22,2016-03-09,2016-03-09,https://patents.google.com/patent/CN103611051B/en
598,CN102988696B,"Traditional Chinese medicinal composition used for treating coronary heart disease angina pectoris, and its use ",????????????,"???, ???",2011-09-13,2011-09-13,2014-08-20,2014-08-20,https://patents.google.com/patent/CN102988696B/en
599,US20130210778A1,Formulation for the prevention of cardiovascular disease ,"Nicholas J. Wald, Malcolm R. Law","Nicholas J. Wald, Malcolm R. Law",2000-04-10,2013-03-13,2013-08-15,,https://patents.google.com/patent/US20130210778A1/en
600,JP5997762B2,"3-carboxy--n- ethyl in the treatment of cardiovascular disease -n, use of n- dimethyl-1-aminium salt ","???????? ????? ???? ??????????????? ????? ????? ???????, ????????  ?????  ????  ???????????????  ?????  ?????  ???????","??????????, ???????????, ????????, ?????????, ???????????, ??????, ??????, ????????????, ????????????, ????????????",2011-04-27,2012-04-27,2016-09-28,2016-09-28,https://patents.google.com/patent/JP5997762B2/en
601,US20130157986A1,Novel methylenedioxy phenolic compounds and their use to treat disease ,"Invasc Therapeutics, Inc., Ohio State University Research Foundation","Sampath Parthasarathy, Sanjay Rajagopalan, Desikan Rajagopal",2008-08-05,2012-06-12,2013-06-20,,https://patents.google.com/patent/US20130157986A1/en
602,CN201996532U,Real-time monitor for heart disease patient ,???,???,2011-01-24,2011-01-24,2011-10-05,2011-10-05,https://patents.google.com/patent/CN201996532U/en
603,RU2562557C2,Method of predicting severity of depressive disorders in men with ischemic heart disease ,"??????????? ??????????????? ????????? ?????????? ""??????? ????? ???????????? ????????"" ?????????? ???????? ??????????? ????, ??????????????? ????????? ??????????????? ?????????? ??????? ????????????????? ??????????? ?????? ?????????? ??????????????? ??????????? ??????????? ????? ?.?. ???????? ???????????? ??????????????? ?????????? ?????????","???? ?????????? ????????, ???????? ??????????? ??????",2013-12-17,2013-12-17,2015-09-10,2015-09-10,https://patents.google.com/patent/RU2562557C2/en
604,CN202027813U,First aid kit for heart disease ,???,???,2011-03-31,2011-03-31,2011-11-09,2011-11-09,https://patents.google.com/patent/CN202027813U/en
605,US20170016071A1,Oxidative stress and cardiovascular disease events ,Katholieke Universiteit Leuven,"Paul Holvoet, Stefan Janssens, Peter SINNAEVE",2014-02-27,2016-08-26,2017-01-19,,https://patents.google.com/patent/US20170016071A1/en
606,CN103495009B,Traditional Chinese medicine for treating coronary heart disease ,???,"??, ???",2013-10-16,2013-10-16,2015-06-03,2015-06-03,https://patents.google.com/patent/CN103495009B/en
607,US20160263017A1,Nuclear localization of glp-1 stimulates myocardial regeneration and reverses heart failure ,Baylor Research Institute,"Paul A. Grayburn, Shuyuan CHEN",2013-11-08,2014-11-07,2016-09-15,,https://patents.google.com/patent/US20160263017A1/en
608,US20150094323A1,Methods of treating and/or preventing cardiovascular disease ,Murray And Poole Enterprises Limited,Susanne Riel,2013-04-16,2014-12-08,2015-04-02,,https://patents.google.com/patent/US20150094323A1/en
609,EP2843056A1,Risk markers for cardiovascular disease in patients with chronic kidney disease ,"Gendiag.exe, S.L.","Eduardo Salas, Sara Pich, Manuel Arias, Roberto Elosua, Sergio Castillo",2013-08-30,2013-08-30,2015-03-04,,https://patents.google.com/patent/EP2843056A1/en
610,WO2015013168A1,Cyclic polypeptides for the treatment of heart failure ,Novartis Ag,"Alexandra Marshall BRUCE, Philipp Grosche, Carla Guimaraes, Aaron KANTER, Changgang LOU, Aimee Richardson USERA, Kayo Yasoshima, Jun Yuan, Frederic Zecri, Hongjuan Zhao",2013-07-25,2014-07-21,2015-01-29,,https://patents.google.com/patent/WO2015013168A1/en
611,US20110218230A1,Natriuretic peptide related fragment in cardiovascular disease ,Oregon Health And Science University,"Michael Silberbach, Charles T. Roberts, Nathan Airhart",2005-12-09,2011-05-16,2011-09-08,,https://patents.google.com/patent/US20110218230A1/en
612,CN103933474A,"Medicinal composition for treating coronary heart disease, as well as preparation method and application thereof ",???????,"??, ??",2014-04-10,2014-04-10,2014-07-23,,https://patents.google.com/patent/CN103933474A/en
613,CN204130045U,Vest for experiencing diabetic and coronary heart disease symptoms ,??(??)????????,??,2014-10-24,2014-10-24,2015-01-28,2015-01-28,https://patents.google.com/patent/CN204130045U/en
614,CN103463394B,Traditional Chinese medicine composition for treating coronary heart disease angina ,???,"???, ???, ???",2013-09-17,2013-09-17,2015-05-20,2015-05-20,https://patents.google.com/patent/CN103463394B/en
615,CN102302550B,Medicament for treating coronary heart disease ,???,???,2011-09-15,2011-09-15,2013-04-17,2013-04-17,https://patents.google.com/patent/CN102302550B/en
616,CN202909126U,Portable voice guidance coronary heart disease first-aid kit ,???,???,2012-11-30,2012-11-30,2013-05-01,2013-05-01,https://patents.google.com/patent/CN202909126U/en
